trace_id,span_id,start_time,duration,client,server,grpc_path,http_status_code,grpc_message,http_method,response_size,request_size,node_id
5e5de01ace3b59e82b18884b03b5b72b,6d965106a8d44a8e,1753195746868887,222645,ms1,ms1,,200,,GET,26,0,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
5e5de01ace3b59e82b18884b03b5b72b,f79993966f16d914,1753195746870494,26085,frontend,bill,,200,,POST,15,81,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
5e5de01ace3b59e82b18884b03b5b72b,f7d9f39f2e19096c,1753195746870981,24568,bill,bill,,200,,POST,15,81,sidecar~172.28.122.179~bill-c665f47b9-gmbjg.istio-dt~istio-dt.svc.cluster.local
5e5de01ace3b59e82b18884b03b5b72b,4346e22ca42b0292,1753195746942132,142489,ms1,ms2,,200,,POST,26,242839,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
5e5de01ace3b59e82b18884b03b5b72b,228148402c639305,1753195746944295,139317,ms2,ms2,,200,,POST,26,242839,sidecar~172.28.152.111~ms2-5746ddbfd5-lq22q.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,3a51bd6f70b46ec1,1753195753423024,301963,frontend,frontend,,200,,POST,141,37,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,f7dd70d5d95c2568,1753195753435279,18153,frontend,auth,,200,,POST,100,37,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,33c67cc63643b5bb,1753195753435713,17094,auth,auth,,200,,POST,100,37,sidecar~172.28.122.145~auth-bf4bd8445-xwjmk.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,dc3e8045150ca0bc,1753195753463810,256419,frontend,ms1,,200,,GET,26,0,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,168c9726ef9c15d0,1753195753464620,254768,ms1,ms1,,200,,GET,26,0,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,acc676da16419e35,1753195753465049,28672,frontend,bill,,200,,POST,15,81,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,c6b665c9e8233d7c,1753195753465414,27211,bill,bill,,200,,POST,15,81,sidecar~172.28.122.179~bill-c665f47b9-gmbjg.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,0cf3fd51f6d0867b,1753195753547626,168622,ms1,ms2,,200,,POST,26,242839,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
68f5502d53e2f57d3a51bd6f70b46ec1,786eff5e49354f1f,1753195753551614,164570,ms2,ms2,,200,,POST,26,242839,sidecar~172.28.152.111~ms2-5746ddbfd5-lq22q.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,3d215a00152edf34,1753195759935975,282819,frontend,frontend,,200,,POST,141,37,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,ad54b06531e5169e,1753195759949710,20058,frontend,auth,,200,,POST,100,37,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,150beff67eab3ba8,1753195759950388,18694,auth,auth,,200,,POST,100,37,sidecar~172.28.122.145~auth-bf4bd8445-xwjmk.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,3e6dce68df2eb299,1753195759979750,30590,frontend,bill,,200,,POST,15,81,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,1c36e41dac5a28c7,1753195759980421,28745,bill,bill,,200,,POST,15,81,sidecar~172.28.122.179~bill-c665f47b9-gmbjg.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,3eefc2d3acbef4da,1753195759982062,231650,frontend,ms1,,200,,GET,26,0,sidecar~172.28.122.172~frontend-d9cbd96b4-5wtks.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,cd392b64e1f37409,1753195759982610,230102,ms1,ms1,,200,,GET,26,0,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,c4c382a539111e03,1753195760053491,152029,ms1,ms2,,200,,POST,26,242839,sidecar~172.28.122.174~ms1-65b8546b4f-thd5k.istio-dt~istio-dt.svc.cluster.local
ba19facd8f9b11893d215a00152edf34,a90db6285f607fa6,1753195760058452,146056,ms2,ms2,,200,,POST,26,242839,sidecar~172.28.152.111~ms2-5746ddbfd5-lq22q.istio-dt~istio-dt.svc.cluster.local
